id,title,privacy level,asset-url,contributor,created at date,description,full text url,pdf url,page count,Tags,Key Value Pairs
21323269,CS330-F21-hw5-programming,private,https://api.www.documentcloud.org/files/,Dave Godfrey,2022-03-03 04:22:08.489504+00:00,,https://api.www.documentcloud.org/files/documents/21323269/cs330-f21-hw5-programming.txt,https://api.www.documentcloud.org/files/documents/21323269/cs330-f21-hw5-programming.pdf,2,,{}
